2017-05-19,0.95
2017-05-22,0.96
DATE,T10Y2Y
2017-05-22,0.96
2017-05-23,0.98
DATE,T10Y2Y
2017-05-23,0.98
2017-05-24,0.97
DATE,T10Y2Y
2017-05-24,0.97
2017-05-25,0.95
DATE,T10Y2Y
2017-05-25,0.95
2017-05-26,0.95
DATE,T10Y2Y
2017-05-26,0.95
2017-05-29,.
2017-05-30,0.93
DATE,T10Y2Y
2017-05-30,0.93
2017-05-31,0.93
DATE,T10Y2Y
2017-05-31,0.93
2017-06-01,0.93
DATE,T10Y2Y
2017-06-01,0.93
2017-06-02,0.87
DATE,T10Y2Y
2017-06-02,0.87
2017-06-05,0.86
DATE,T10Y2Y
2017-06-05,0.86
2017-06-06,0.84
DATE,T10Y2Y
2017-06-06,0.84
2017-06-07,0.86
DATE,T10Y2Y
2017-06-07,0.86
2017-06-08,0.86
DATE,T10Y2Y
2017-06-08,0.86
2017-06-09,0.86
DATE,T10Y2Y
2017-06-09,0.86
2017-06-12,0.86
DATE,T10Y2Y
2017-06-12,0.86
2017-06-13,0.83
DATE,T10Y2Y
2017-06-13,0.83
2017-06-14,0.80
DATE,T10Y2Y
2017-06-14,0.80
2017-06-15,0.81
DATE,T10Y2Y
2017-06-15,0.81
2017-06-16,0.84
DATE,T10Y2Y
2017-06-16,0.84
2017-06-19,0.83
DATE,T10Y2Y
2017-06-19,0.83
2017-06-20,0.80
DATE,T10Y2Y
2017-06-20,0.80
2017-06-21,0.80
DATE,T10Y2Y
2017-06-21,0.80
2017-06-22,0.81
DATE,T10Y2Y
2017-06-22,0.81
2017-06-23,0.81
DATE,T10Y2Y
2017-06-23,0.81
2017-06-26,0.78
DATE,T10Y2Y
2017-06-26,0.78
2017-06-27,0.83
DATE,T10Y2Y
2017-06-27,0.83
2017-06-28,0.88
DATE,T10Y2Y
2017-06-28,0.88
2017-06-29,0.89
DATE,T10Y2Y
2017-06-29,0.89
2017-06-30,0.93
DATE,T10Y2Y
2017-06-30,0.93
2017-07-03,0.94
DATE,T10Y2Y
2017-07-03,0.94
2017-07-04,.
2017-07-05,0.92
DATE,T10Y2Y
2017-07-05,0.92
2017-07-06,0.97
DATE,T10Y2Y
2017-07-06,0.97
2017-07-07,0.99
DATE,T10Y2Y
2017-07-07,0.99
2017-07-10,0.98
DATE,T10Y2Y
2017-07-10,0.98
2017-07-11,1.00
DATE,T10Y2Y
2017-07-11,1.00
2017-07-12,0.98
DATE,T10Y2Y
2017-07-12,0.98
2017-07-13,0.98
DATE,T10Y2Y
2017-07-13,0.98
2017-07-14,0.98
DATE,T10Y2Y
2017-07-14,0.98
2017-07-17,0.95
DATE,T10Y2Y
2017-07-17,0.95
2017-07-18,0.91
DATE,T10Y2Y
2017-07-18,0.91
2017-07-19,0.90
DATE,T10Y2Y
2017-07-19,0.90
2017-07-20,0.90
DATE,T10Y2Y
2017-07-20,0.90
2017-07-21,0.88
DATE,T10Y2Y
2017-07-21,0.88
2017-07-24,0.89
DATE,T10Y2Y
2017-07-24,0.89
2017-07-25,0.93
DATE,T10Y2Y
2017-07-25,0.93
2017-07-26,0.93
DATE,T10Y2Y
2017-07-26,0.93
2017-07-27,0.96
DATE,T10Y2Y
2017-07-27,0.96
2017-07-28,0.96
DATE,T10Y2Y
2017-07-28,0.96
2017-07-31,0.96
DATE,T10Y2Y
2017-07-31,0.96
2017-08-01,0.92
DATE,T10Y2Y
2017-08-01,0.92
2017-08-02,0.91
DATE,T10Y2Y
2017-08-02,0.91
2017-08-03,0.9
DATE,T10Y2Y
2017-08-03,0.9
2017-08-04,0.91
DATE,T10Y2Y
2017-08-04,0.91
2017-08-07,0.9
DATE,T10Y2Y
2017-08-07,0.9
2017-08-08,0.93
DATE,T10Y2Y
2017-08-08,0.93
2017-08-09,0.91
DATE,T10Y2Y
2017-08-09,0.91
2017-08-10,0.87
DATE,T10Y2Y
2017-08-10,0.87
2017-08-11,0.89
DATE,T10Y2Y
2017-08-11,0.89
2017-08-14,0.89
DATE,T10Y2Y
2017-08-14,0.89
2017-08-15,0.92
DATE,T10Y2Y
2017-08-15,0.92
2017-08-16,0.9
DATE,T10Y2Y
2017-08-16,0.9
2017-08-17,0.87
DATE,T10Y2Y
2017-08-17,0.87
2017-08-18,0.86
DATE,T10Y2Y
2017-08-18,0.86
2017-08-21,0.86
DATE,T10Y2Y
2017-08-21,0.86
2017-08-22,0.89
DATE,T10Y2Y
2017-08-22,0.89
2017-08-23,0.85
DATE,T10Y2Y
2017-08-23,0.85
2017-08-24,0.86
